id name,email anonymized,Are you interested in being a Team Representative?,f14bacd9c5e337e88617ecf7588b09c1,2a5f502a9b0f5d8ca090edfe9516c0f1,bf5dcab36ea2cab81be891aeb42f10d5,6d01182543b886b3aaf0e40d02bf0a5e,a871d0026901a4186f2902c6d7ca23d9,95dda093b40621d1a1629fe6efa4a15f,1699ea9ea14f94400638064d390eb50d,c4a681ce3d9a804283bb66945c3be328,ce9a07724daed8a4f2bb0243a197f7c0,84cd248f5289c24095a7f29f23720ef0,1f4eb6bcc3951341284ad42f989acaec,d96c3199963b71fc71564236b25bd1f8,99db73a17b41b521be87c691bc1697f1,080fc5b6bd95656ba2165a1bc1802088,Mondays,Tuesdays,Wednesdays,Thursdays,Fridays,anonymized group preference,anonymized project assignment,Team #
c202d039d347951a79ca35fc721fdb53,cf1061f9570962c47ef1d30376484e41,No,9th,8th,10th,3rd,1st,12th,4th,6th,7th,13th,11th,14th,5th,2nd,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Midday Availability (11:00am-1:00pm),I am not available at any point during the day (9:00am-5:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",['6c53f2a39213a4ab9e1bc6c2a8208e18'],080fc5b6bd95656ba2165a1bc1802088,2
1c4a33e977488e862a91d21b9f786b6e,8346931cc6cf612290747e5a2e3ffbc1,No,7th,8th,9th,10th,5th,12th,13th,14th,6th,4th,3rd,2nd,1st,11th,I am not available at any point during the day (9:00am-5:00pm),Early Afternoon Availability (1:00-3:00pm),Early Afternoon Availability (1:00-3:00pm),Early Afternoon Availability (1:00-3:00pm),I am not available at any point during the day (9:00am-5:00pm),['6b877ecf819657312c92237cbe910cde'],1f4eb6bcc3951341284ad42f989acaec,2
ceaef9f79073bb2f9253b6912aaf0e0b,cbb80ee90937338357d1f3e7eea8247a,No,7th,14th,10th,3rd,1st,9th,5th,12th,11th,8th,6th,4th,2nd,13th,Morning Availability (9:00-11:00am),I am not available at any point during the day (9:00am-5:00pm),Morning Availability (9:00-11:00am),Midday Availability (11:00am-1:00pm),I am not available at any point during the day (9:00am-5:00pm),['b977aa5a4ec7130703cab5ce1d9285b3'],1699ea9ea14f94400638064d390eb50d,2
08fd7d5db9f3276a1b5533df0e96fd10,a7b8a53ff9c26ec335adb9ab0bc95a91,Yes,13th,1st,3rd,14th,10th,14th,14th,11th,14th,14th,14th,14th,2nd,14th,Morning Availability (9:00-11:00am),Morning Availability (9:00-11:00am),Morning Availability (9:00-11:00am),I am not available at any point during the day (9:00am-5:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",[''],2a5f502a9b0f5d8ca090edfe9516c0f1,2
a8af7e8e384bb9a0e899774b790e7903,e432e9ddd7a39f8a993d648fcd9e516b,Yes,12th,2nd,4th,5th,1st,6th,8th,7th,13th,14th,9th,10th,11th,3rd,I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)",Midday Availability (11:00am-1:00pm),['8302bb46e84c1592d0c64be990445293'],080fc5b6bd95656ba2165a1bc1802088,1
829f6fb5d4c78b70183cc0fc61615a0f,bc3d6cc2713ff46804f0134b85c52c22,Yes,14th,2nd,8th,7th,5th,9th,6th,14th,4th,1st,14th,14th,3rd,14th,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",I am not available at any point during the day (9:00am-5:00pm),I am not available at any point during the day (9:00am-5:00pm),Early Afternoon Availability (1:00-3:00pm),Late Afternoon Availability (3:00-5:00pm),['fed9d9d15774b5ae498ab1c540cc3f2e'],84cd248f5289c24095a7f29f23720ef0,1
dc9c0593f6692d9b3a21739e73c38b25,a0c1c0967ab7663c1323f1888556cc65,Maybe,12th,1st,4th,7th,6th,11th,10th,13th,9th,5th,8th,3rd,14th,2nd,Morning Availability (9:00-11:00am),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Late Afternoon Availability (3:00-5:00pm)",Morning Availability (9:00-11:00am),Early Afternoon Availability (1:00-3:00pm),Early Afternoon Availability (1:00-3:00pm),['a3a1d48696f9a64e2d5b889829e4b771'],d96c3199963b71fc71564236b25bd1f8,1
61d755f8e8fb714b5615544b2f9b31ec,553a7bad0037bb02eeb5fe85c61d94c0,Maybe,4th,9th,14th,8th,10th,7th,1st,11th,5th,3rd,6th,12th,2nd,13th,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",Early Afternoon Availability (1:00-3:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Early Afternoon Availability (1:00-3:00pm),"Morning Availability (9:00-11:00am), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['6d24c3b994f382513ea07ee75997e05a'],1699ea9ea14f94400638064d390eb50d,3
e015f35cb5a750c3c55d135429210718,471c1f3fc1dd7bb8cd0341b03e4be59e,Maybe,5th,2nd,3rd,7th,10th,9th,8th,4th,6th,11th,12th,13th,1st,14th,I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",I am not available at any point during the day (9:00am-5:00pm),['08fd7d5db9f3276a1b5533df0e96fd10'],2a5f502a9b0f5d8ca090edfe9516c0f1,2
3750031fd84f67c52185c00b0b6b6861,51973f2a5c41001b613fd837170b6303,Maybe,3rd,9th,8th,1st,2nd,12th,10th,5th,13th,14th,4th,7th,6th,11th,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","['2c391e3ee136867d20e3711ed966aff8', '47a1ed182b48651925a44933f2ed8c36']",1f4eb6bcc3951341284ad42f989acaec,1
0a2aebc7b4dd7db3907f840ef1b4bb9b,4c1d516a8ba99af2b733639cdf0c72cf,Yes,1st,3rd,14th,2nd,7th,6th,4th,5th,12th,9th,10th,11th,8th,13th,"Morning Availability (9:00-11:00am), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Late Afternoon Availability (3:00-5:00pm)",['fa4b1de377570fb63fe00c49ed9a31f8'],1699ea9ea14f94400638064d390eb50d,2
ef5cfb3056db68e154e24dec1ae58c1e,7abe28047758bcdb66ae2336b6d9ca2c,No,2nd,6th,7th,8th,10th,9th,1st,4th,5th,11th,12th,13th,14th,3rd,Morning Availability (9:00-11:00am),I am not available at any point during the day (9:00am-5:00pm),I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)",Morning Availability (9:00-11:00am),['ab511e87d9bf6c99bb2e4bed59048133'],c4a681ce3d9a804283bb66945c3be328,4
dcbbbd53586452a2fc0be8121732684a,b719053659c664312d9bd000f8467348,No,14th,5th,1st,6th,13th,2nd,3rd,8th,4th,10th,9th,11th,12th,7th,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Midday Availability (11:00am-1:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Midday Availability (11:00am-1:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",[''],ce9a07724daed8a4f2bb0243a197f7c0,2
41c9398f02cdf328a025a3ecedf8cc4a,ce839c0ed5043db3ee998c7208f8870e,Maybe,6th,8th,4th,5th,2nd,11th,12th,9th,7th,13th,14th,3rd,1st,10th,Morning Availability (9:00-11:00am),Morning Availability (9:00-11:00am),Morning Availability (9:00-11:00am),Morning Availability (9:00-11:00am),Midday Availability (11:00am-1:00pm),[''],99db73a17b41b521be87c691bc1697f1,1
d73e611f606d41ac2301974ca5f02ed3,c238e0ec3d49390dd95fae6a467d1e47,No,7th,5th,8th,13th,2nd,1st,4th,9th,6th,10th,12th,11th,14th,3rd,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Early Afternoon Availability (1:00-3:00pm),Midday Availability (11:00am-1:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",I am not available at any point during the day (9:00am-5:00pm),['c71af3765810d9937b7675d88f959b09'],95dda093b40621d1a1629fe6efa4a15f,1
a311a88086e3eb989c1a574eca0100c3,6fddcb6f91c3a68155cf4e913540e345,No,13th,12th,6th,3rd,9th,7th,4th,10th,14th,8th,11th,2nd,5th,1st,Late Afternoon Availability (3:00-5:00pm),I am not available at any point during the day (9:00am-5:00pm),Late Afternoon Availability (3:00-5:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",I am not available at any point during the day (9:00am-5:00pm),[''],080fc5b6bd95656ba2165a1bc1802088,5
f7c08d89719fb4b186069a49f451c2a8,a27b814c6c6836b2d9493684ff9ac77e,Yes,14th,1st,6th,7th,9th,8th,5th,10th,4th,13th,2nd,12th,11th,3rd,Morning Availability (9:00-11:00am),Morning Availability (9:00-11:00am),Late Afternoon Availability (3:00-5:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Late Afternoon Availability (3:00-5:00pm)",['112acae4548f56e1892ee1234f530225'],080fc5b6bd95656ba2165a1bc1802088,4
40e1fbd7f8eec630362eec0574c98075,13b5bfe96f3e2fe411c9f66f4a582adf,Yes,7th,8th,9th,10th,11th,1st,5th,3rd,6th,4th,12th,13th,14th,2nd,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)",Midday Availability (11:00am-1:00pm),Midday Availability (11:00am-1:00pm),Midday Availability (11:00am-1:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",[''],c4a681ce3d9a804283bb66945c3be328,1
53f3e278400ae269df29b9e5182fbda7,9db762496c5b74f0d77b38589156e591,Maybe,4th,1st,11th,8th,14th,7th,2nd,3rd,9th,6th,5th,13th,12th,10th,"Morning Availability (9:00-11:00am), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",Morning Availability (9:00-11:00am),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['eef5887f6cf3563a6fe339f5e1309ee0'],c4a681ce3d9a804283bb66945c3be328,1
66ace6a18ef8a8c29d5446eec8e0ac0b,6581b781bf95842026827af4d104b4c2,Yes,13th,4th,5th,3rd,9th,14th,11th,10th,6th,8th,7th,2nd,1st,12th,Morning Availability (9:00-11:00am),"Morning Availability (9:00-11:00am), Late Afternoon Availability (3:00-5:00pm)",Midday Availability (11:00am-1:00pm),"Morning Availability (9:00-11:00am), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",I am not available at any point during the day (9:00am-5:00pm),[''],d96c3199963b71fc71564236b25bd1f8,2
8241d3d34d27449b8ac5cb2eee9ca78f,0c52bd838dd69cd5f9dfa8a406477165,No,1st,2nd,11th,6th,3rd,8th,4th,13th,7th,14th,12th,10th,5th,9th,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",['7ffbd4cb2d1294a668a5ad52d562cdf6'],2a5f502a9b0f5d8ca090edfe9516c0f1,1
b977aa5a4ec7130703cab5ce1d9285b3,58ee0226716acab6ffc89aceae3a56d3,Maybe,7th,9th,8th,4th,2nd,12th,1st,5th,10th,13th,14th,6th,3rd,11th,Early Afternoon Availability (1:00-3:00pm),Early Afternoon Availability (1:00-3:00pm),Morning Availability (9:00-11:00am),Morning Availability (9:00-11:00am),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['566740608abeb6826987f4d4d256be1f'],1699ea9ea14f94400638064d390eb50d,2
d11a540038eb5cd35a0242a388b34706,789ff4fa35b1746355f7299d2dbc5848,No,14th,13th,3rd,10th,1st,11th,5th,8th,9th,6th,7th,12th,2nd,4th,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",I am not available at any point during the day (9:00am-5:00pm),Midday Availability (11:00am-1:00pm),I am not available at any point during the day (9:00am-5:00pm),"Midday Availability (11:00am-1:00pm), Late Afternoon Availability (3:00-5:00pm)",[''],99db73a17b41b521be87c691bc1697f1,1
fa4b1de377570fb63fe00c49ed9a31f8,d0ee3c2fba707fc04199ec883858d244,No,1st,3rd,14th,2nd,7th,6th,4th,5th,13th,9th,11th,10th,8th,12th,Early Afternoon Availability (1:00-3:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",['0a2aebc7b4dd7db3907f840ef1b4bb9b'],1699ea9ea14f94400638064d390eb50d,2
752ac3237d2620612d0217c2dd71003a,04d5a50302213ba6a2c3cb8c4f9608b5,Yes,2nd,12th,11th,10th,5th,1st,8th,14th,7th,9th,13th,6th,3rd,4th,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)",Early Afternoon Availability (1:00-3:00pm),Morning Availability (9:00-11:00am),Early Afternoon Availability (1:00-3:00pm),"Morning Availability (9:00-11:00am), Early Afternoon Availability (1:00-3:00pm)",[''],95dda093b40621d1a1629fe6efa4a15f,4
099f36d4b436257e0abbc76b00ef73c1,dd3eaea3ee100b9fe431ed47d40e683d,No,3rd,9th,8th,1st,2nd,12th,10th,5th,13th,14th,4th,7th,6th,11th,Midday Availability (11:00am-1:00pm),Late Afternoon Availability (3:00-5:00pm),Early Afternoon Availability (1:00-3:00pm),Early Afternoon Availability (1:00-3:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['b69803db28b729f78d7d0a3bc13e4d94'],a871d0026901a4186f2902c6d7ca23d9,2
b69803db28b729f78d7d0a3bc13e4d94,dee866cd77d49fd6ab69e4ebb5f30a5c,No,14th,3rd,14th,1st,2nd,14th,14th,14th,14th,14th,14th,14th,14th,14th,I am not available at any point during the day (9:00am-5:00pm),I am not available at any point during the day (9:00am-5:00pm),I am not available at any point during the day (9:00am-5:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['a1a239f47cb77b4d071a9b6c862e6564'],2a5f502a9b0f5d8ca090edfe9516c0f1,1
a1a239f47cb77b4d071a9b6c862e6564,c4aa75be12bed81a9f7357247eadb332,No,14th,3rd,14th,1st,2nd,14th,14th,14th,14th,14th,14th,14th,14th,14th,I am not available at any point during the day (9:00am-5:00pm),I am not available at any point during the day (9:00am-5:00pm),I am not available at any point during the day (9:00am-5:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['b69803db28b729f78d7d0a3bc13e4d94'],2a5f502a9b0f5d8ca090edfe9516c0f1,1
ab937e2f884f4eb7d9575aed43b88177,20c2c5123c9e2a9b4e2fc0d0f9ebe2ef,Maybe,2nd,7th,6th,8th,11th,5th,9th,10th,14th,12th,13th,1st,3rd,4th,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",Late Afternoon Availability (3:00-5:00pm),"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",Late Afternoon Availability (3:00-5:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['514ed3fb95c42146dcc4975caf538e2a'],95dda093b40621d1a1629fe6efa4a15f,1
112acae4548f56e1892ee1234f530225,30e2e36836d2af00cc29d30fb9b825e1,Maybe,3rd,2nd,8th,4th,4th,8th,8th,7th,6th,1st,6th,2nd,2nd,6th,Morning Availability (9:00-11:00am),"Morning Availability (9:00-11:00am), Late Afternoon Availability (3:00-5:00pm)",Morning Availability (9:00-11:00am),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Late Afternoon Availability (3:00-5:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",[''],84cd248f5289c24095a7f29f23720ef0,2
54f14318da9b8b62860b15c7700eaac3,44d30f3a2575d0bdc90de779a1c3c367,No,5th,9th,7th,1st,2nd,13th,12th,11th,4th,10th,6th,3rd,8th,14th,"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Late Afternoon Availability (3:00-5:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Late Afternoon Availability (3:00-5:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",[''],ce9a07724daed8a4f2bb0243a197f7c0,2
566740608abeb6826987f4d4d256be1f,f234206ffe29dda2b5867daba2214d51,Maybe,7th,9th,8th,4th,2nd,12th,1st,5th,10th,13th,14th,6th,3rd,11th,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",I am not available at any point during the day (9:00am-5:00pm),Morning Availability (9:00-11:00am),Morning Availability (9:00-11:00am),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['b977aa5a4ec7130703cab5ce1d9285b3'],1699ea9ea14f94400638064d390eb50d,5
5fcf959ca42d1bae1d9f3a6623289b1b,5be98b3dc6a52b08c40ee7d32edfdbbb,No,1st,7th,4th,3rd,8th,7th,2nd,3rd,3rd,8th,8th,3rd,2nd,8th,"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",[''],c4a681ce3d9a804283bb66945c3be328,2
47a1ed182b48651925a44933f2ed8c36,f50d76ab8055758333fbc674d95010a5,Maybe,3rd,9th,8th,1st,2nd,12th,10th,5th,13th,14th,4th,7th,6th,11th,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Late Afternoon Availability (3:00-5:00pm)",['2c391e3ee136867d20e3711ed966aff8'],1f4eb6bcc3951341284ad42f989acaec,1
2c391e3ee136867d20e3711ed966aff8,72c5033df6c5600f1303719e9a05d6ad,Maybe,3rd,9th,8th,1st,2nd,12th,10th,5th,12th,14th,4th,7th,6th,11th,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['47a1ed182b48651925a44933f2ed8c36'],1f4eb6bcc3951341284ad42f989acaec,1
6b877ecf819657312c92237cbe910cde,8a57b47b6890fa86bc046915f704ebca,No,7th,8th,9th,10th,5th,12th,13th,14th,6th,4th,3rd,2nd,1st,11th,I am not available at any point during the day (9:00am-5:00pm),Early Afternoon Availability (1:00-3:00pm),Early Afternoon Availability (1:00-3:00pm),Early Afternoon Availability (1:00-3:00pm),I am not available at any point during the day (9:00am-5:00pm),['1c4a33e977488e862a91d21b9f786b6e'],1f4eb6bcc3951341284ad42f989acaec,2
3fdc0b16967323881021cbb19e2aefc9,bc416690ea0f354f5724aff7b106c5fe,No,1st,6th,4th,3rd,10th,7th,8th,9th,5th,11th,12th,13th,14th,2nd,Early Afternoon Availability (1:00-3:00pm),I am not available at any point during the day (9:00am-5:00pm),I am not available at any point during the day (9:00am-5:00pm),I am not available at any point during the day (9:00am-5:00pm),Early Afternoon Availability (1:00-3:00pm),[''],6d01182543b886b3aaf0e40d02bf0a5e,2
38ddd745771197764a23c1abd4ef61b2,4117c4f8e47356f6f008f376b4f0b32c,Yes,9th,1st,7th,9th,6th,8th,9th,6th,3rd,4th,5th,9th,9th,2nd,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm)","Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",[''],080fc5b6bd95656ba2165a1bc1802088,3
e8ff79a38ae19d5ad77aa6a8f3aa3a06,4c6c681edc95b745cf08fb8a24400359,Yes,4th,13th,12th,2nd,1st,5th,6th,7th,14th,8th,9th,10th,11th,3rd,I am not available at any point during the day (9:00am-5:00pm),Late Afternoon Availability (3:00-5:00pm),I am not available at any point during the day (9:00am-5:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Midday Availability (11:00am-1:00pm),[''],6d01182543b886b3aaf0e40d02bf0a5e,1
3cb04d7c9c08e756eca49993efe3f9ea,b4c28c751212badf00e08266b1e20162,No,11th,10th,12th,3rd,4th,9th,8th,6th,1st,14th,13th,5th,7th,2nd,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",Early Afternoon Availability (1:00-3:00pm),I am not available at any point during the day (9:00am-5:00pm),Early Afternoon Availability (1:00-3:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",[''],ce9a07724daed8a4f2bb0243a197f7c0,4
1a4a0e9956838c50baed7d41915371ec,ce06257b79994486650b85a668cedd4b,Maybe,1st,2nd,11th,6th,3rd,8th,4th,13th,7th,14th,12th,10th,5th,9th,"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Morning Availability (9:00-11:00am), Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm)",I am not available at any point during the day (9:00am-5:00pm),"Midday Availability (11:00am-1:00pm), Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",['7ffbd4cb2d1294a668a5ad52d562cdf6'],f14bacd9c5e337e88617ecf7588b09c1,2
4263e2a8158bcdffb186e98adfd27f54,cd2983f54d935cd21aacaa531f2c04da,Maybe,4th,11th,13th,12th,7th,2nd,9th,8th,1st,3rd,6th,5th,10th,14th,Morning Availability (9:00-11:00am),"Morning Availability (9:00-11:00am), Late Afternoon Availability (3:00-5:00pm)",Morning Availability (9:00-11:00am),I am not available at any point during the day (9:00am-5:00pm),"Late Afternoon Availability (3:00-5:00pm), I am not available at any point during the day (9:00am-5:00pm)",[''],ce9a07724daed8a4f2bb0243a197f7c0,1
bd985fe6363ecfb69455cca82d96ace2,7dd0979b0690a68e1f1917bd2fc13aff,No,3rd,13th,12th,11th,1st,9th,8th,4th,14th,7th,2nd,6th,5th,10th,I am not available at any point during the day (9:00am-5:00pm),Late Afternoon Availability (3:00-5:00pm),I am not available at any point during the day (9:00am-5:00pm),Late Afternoon Availability (3:00-5:00pm),"Morning Availability (9:00-11:00am), Late Afternoon Availability (3:00-5:00pm)",['4af593a7d210425a677f7df8cad5485c'],1f4eb6bcc3951341284ad42f989acaec,3
8fd64a4a0ffc35e599efd40db70f0c14,0213eb038765c36413fe241c1bd3c2de,No,4th,1st,5th,14th,6th,10th,11th,12th,3rd,13th,9th,7th,8th,2nd,I am not available at any point during the day (9:00am-5:00pm),Midday Availability (11:00am-1:00pm),Early Afternoon Availability (1:00-3:00pm),Midday Availability (11:00am-1:00pm),Late Afternoon Availability (3:00-5:00pm),[''],ce9a07724daed8a4f2bb0243a197f7c0,3
0b34a6d6b37af69e4105886aebef5e99,41c172dfc59764e4ed7eaae6740623f3,No,14th,2nd,3rd,7th,5th,8th,9th,10th,12th,4th,13th,6th,11th,1st,"Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)","Early Afternoon Availability (1:00-3:00pm), Late Afternoon Availability (3:00-5:00pm)",Late Afternoon Availability (3:00-5:00pm),Late Afternoon Availability (3:00-5:00pm),[''],080fc5b6bd95656ba2165a1bc1802088,5
